/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_00_960.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_00_960.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_00_960.jpg,0,1,0,30.19033
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_027.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_027.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_027.jpg,-0.1,1,0,30.18767
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_110.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_110.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_110.jpg,-0.3,1,0,30.16923
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_177.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_177.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_177.jpg,-0.45,1,0,30.15143
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_244.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_244.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_244.jpg,0,1,0,30.1865
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_327.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_327.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_327.jpg,-0.25,1,0,30.18185
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_410.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_410.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_410.jpg,0,1,0,30.18276
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_493.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_493.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_493.jpg,-0.1,1,0,30.19097
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_560.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_560.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_560.jpg,0,1,0,30.1892
/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/center_2018_10_22_20_52_01_643.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/left_2018_10_22_20_52_01_643.jpg,/home/junhua/Udacity_Projects/Project4_Behavior_Cloning/new_training_data/IMG/right_2018_10_22_20_52_01_643.jpg,-0.15,1,0,30.18845
